RunningTime,A,B,C,D,SumOfRunning
2018-04-22 21:28:01-2018-04-22 21:38:01,40,10,2,2,265519.365
2018-04-22 21:48:01-2018-04-22 21:58:01,10,38,2,1,23.29
2018-04-22 21:58:01-2018-04-22 22:08:01,38,12,1,2,53456.29
2018-04-22 22:08:01-2018-04-22 22:18:01,10,40,2,2,19.44
2018-04-22 22:18:01-2018-04-22 22:28:01,11,39,2,1,21.23
2018-04-22 22:28:01-2018-04-22 22:38:01,39,11,3,2,48456.29
